word=zone, count=1
word=fidgeted, count=1
word=fibers, count=5
word=fibered, count=1
word=fiber, count=5
word=fewer, count=2
word=few, count=6
word=fetching, count=1
word=fetch, count=2
word=fertilized, count=2
word=felt, count=2
word=fellow, count=4
word=fellers, count=1
word=fell, count=3
word=feet, count=7
word=feeling, count=3
word=feel, count=8
word=feed, count=1
word=feeble, count=2
word=fed, count=1
word=feast, count=2
word=fears, count=1
word=feared, count=1
word=fear, count=4
word=fault, count=5
word=fattening, count=1
word=father, count=6
word=fate, count=2
word=fatal, count=1
word=fat, count=1
word=fastened, count=1
word=fast, count=2
word=fashioned, count=1
word=fashionable, count=1
word=fashion, count=3
word=fascination, count=1
word=fascinated, count=1
word=farther, count=6
word=farm, count=1
word=farewell, count=2
word=far, count=20
word=fancy, count=1
word=fancied, count=2
word=family, count=19
word=familiar, count=1
word=fame, count=1
word=faltered, count=1
word=falling, count=1
word=fallen, count=1
word=fall, count=2
word=faithfully, count=1
word=faithful, count=1
word=faith, count=1
word=fairy, count=5
word=fairness, count=1
word=fair, count=4
word=faintly, count=2
word=faint, count=1
word=fails, count=1
word=failed, count=7
word=fail, count=1
word=facts, count=2
word=factory, count=4
word=factors, count=1
word=factories, count=1
word=fact, count=14
word=facetiously, count=1
word=faces, count=1
word=faced, count=2
word=face, count=17
word=fabric, count=1
word=fable, count=1
word=f, count=1
word=eyewitness, count=1
word=eyes, count=21
word=eyed, count=3
word=eye, count=6
word=exultantly, count=1
word=exuberance, count=1
word=extra, count=1
word=extending, count=1
word=extended, count=1
word=exquisitely, count=1
word=exquisite, count=1
word=expression, count=1
word=expressed, count=1
word=exports, count=1
word=exporting, count=1
word=explanation, count=2
word=explaining, count=3
word=explained, count=5
word=explain, count=1
word=experiment, count=1
word=experienced, count=2
word=experience, count=1
word=expensive, count=1
word=expenses, count=2
word=expecting, count=1
word=expected, count=2
word=expectation, count=1
word=expect, count=2
word=existed, count=1
word=exercise, count=9
word=executioner, count=1
word=excuses, count=1
word=exclaimed, count=4
word=exciting, count=1
word=excitement, count=2
word=excited, count=1
word=exchange, count=1
word=excess, count=1
word=exception, count=1
word=excellent, count=2
word=example, count=4
word=examined, count=2
word=exaggerated, count=1
word=exactly, count=5
word=evil, count=1
word=evidently, count=3
word=evident, count=2
word=everywhere, count=3
word=everything, count=9
word=everyday, count=1
word=everybody, count=8
word=every, count=33
word=ever, count=25
word=eventually, count=1
word=evenly, count=1
word=evenings, count=1
word=evening, count=1
word=even, count=39
word=evaporate, count=1
word=etiquette, count=1
word=estimate, count=1
word=established, count=2
word=establish, count=1
word=especially, count=1
word=escapes, count=1
word=escaped, count=2
word=escape, count=4
word=error, count=1
word=errands, count=7
word=errand, count=1
word=ermine, count=4
word=era, count=1
word=equally, count=1
word=equal, count=1
word=episode, count=1
word=ephemeral, count=1
word=environment, count=1
word=enveloped, count=1
word=envelope, count=3
word=entirely, count=2
word=entire, count=2
word=enthusiasm, count=1
word=entertains, count=1
word=entering, count=1
word=entered, count=4
word=enraged, count=1
word=enough, count=27
word=enjoyed, count=2
word=enjoy, count=1
word=enigma, count=1
word=engrossed, count=1
word=englishmen, count=1
word=english, count=3
word=england, count=6
word=engine, count=2
word=engaging, count=1
word=engaged, count=1
word=energy, count=3
word=enemy, count=1
word=enemies, count=2
word=endless, count=1
word=ending, count=1
word=end, count=6
word=encouragingly, count=1
word=encountered, count=1
word=encounter, count=1
word=enchantment, count=1
word=empty, count=1
word=employment, count=2
word=employ, count=2
word=emperor, count=1
word=emerged, count=2
word=embryo, count=1
word=embroidery, count=4
word=embroider, count=1
word=em, count=8
word=else, count=16
word=elms, count=1
word=elicit, count=1
word=eli, count=9
word=eleven, count=2
word=elephants, count=2
word=element, count=1
word=electric, count=1
word=elected, count=1
word=elders, count=1
word=elbows, count=1
word=elbow, count=2
word=ejaculated, count=3
word=either, count=14
word=eight, count=1
word=eh, count=1
word=egyptians, count=1
word=egyptian, count=1
word=egypt, count=7
word=effort, count=3
word=efficacious, count=1
word=education, count=4
word=edged, count=1
word=edge, count=3
word=economy, count=1
word=echoed, count=1
word=ebook, count=2
word=ebbed, count=1
word=ebb, count=1
word=eats, count=1
word=eating, count=3
word=eaten, count=1
word=eat, count=3
word=easy, count=9
word=eastern, count=1
word=east, count=6
word=easily, count=1
word=earth, count=5
word=ears, count=2
word=earning, count=3
word=earnestness, count=1
word=earnest, count=2
word=earned, count=4
word=earn, count=2
word=early, count=3
word=earlier, count=2
word=eagerness, count=1
word=eagerly, count=2
word=eager, count=3
word=each, count=17
word=e, count=2
word=dyeing, count=1
word=duty, count=2
word=dust, count=2
word=during, count=1
word=dumbly, count=1
word=dulled, count=2
word=dull, count=3
word=dual, count=1
word=dry, count=2
word=dropping, count=1
word=dropper, count=1
word=dropped, count=3
word=drop, count=4
word=drone, count=1
word=driving, count=1
word=drinking, count=1
word=drink, count=1
word=dried, count=2
word=drew, count=3
word=dressmaker, count=2
word=dresses, count=4
word=dress, count=3
word=dreams, count=2
word=dreadful, count=1
word=dreaded, count=2
word=drawn, count=2
word=drawing, count=1
word=draw, count=1
word=draught, count=1
word=drat, count=1
word=drain, count=1
word=dragged, count=1
word=dozens, count=1
word=down, count=32
word=dowd, count=12
word=doubtfully, count=1
word=doubt, count=2
word=double, count=1
word=dotted, count=1
word=dosing, count=1
word=doorway, count=3
word=doors, count=1
word=door, count=16
word=done, count=19
word=don, count=53
word=dollars, count=2
word=doings, count=1
word=doing, count=11
word=dog, count=5
word=doesn, count=12
word=does, count=18
word=dodging, count=1
word=doctor, count=3
word=do, count=118
word=diverted, count=1
word=disturbed, count=1
word=districts, count=1
word=district, count=3
word=distributed, count=1
word=distressed, count=1
word=distraction, count=1
word=distinguished, count=1
word=distant, count=1
word=distance, count=2
word=disposition, count=3
word=displaying, count=1
word=dispiritedly, count=1
word=dismay, count=1
word=dismally, count=1
word=disliked, count=1
word=dislike, count=1
word=dishwashing, count=1
word=dishpan, count=1
word=dishes, count=3
word=disheartened, count=1
word=dish, count=2
word=disguised, count=1
word=disgrace, count=2
word=diseases, count=1
word=discussions, count=1
word=discussed, count=1
word=discovery, count=2
word=discovering, count=2
word=discoveries, count=1
word=discovered, count=3
word=discover, count=1
word=discourtesy, count=1
word=discouraged, count=1
word=disconcerting, count=2
word=disclosed, count=1
word=disclose, count=1
word=discharged, count=1
word=discarded, count=1
word=disc, count=1
word=disaster, count=1
word=disapproval, count=3
word=disappointment, count=3
word=disappointed, count=2
word=disappear, count=1
word=disadvantages, count=2
word=dirt, count=1
word=dirs, count=2
word=directness, count=1
word=directions, count=1
word=directed, count=2
word=direct, count=1
word=diplomatically, count=1
word=dinner, count=7
word=dingy, count=3
word=dim, count=2
word=dillingham, count=21
word=dilemma, count=2
word=dignity, count=1
word=dignitaries, count=1
word=difficulty, count=1
word=difficulties, count=1
word=difficult, count=2
word=different, count=7
word=died, count=4
word=die, count=4
word=didn, count=27
word=did, count=91
word=dictator, count=1
word=dickens, count=1
word=dialect, count=1
word=devoured, count=2
word=devour, count=1
word=deviltry, count=1
word=device, count=1
word=developed, count=1
word=detestable, count=1
word=determined, count=1
word=details, count=2
word=destroyed, count=1
word=destined, count=1
word=despite, count=2
word=desperation, count=1
word=despairing, count=1
word=desk, count=4
word=desired, count=1
word=desire, count=1
word=deserves, count=1
word=deserved, count=1
word=deserve, count=1
word=describing, count=2
word=descends, count=1
word=descended, count=3
word=descend, count=1
word=derived, count=2
word=depths, count=2
word=depressed, count=1
word=deplorably, count=1
word=depends, count=1
word=dependent, count=1
word=depended, count=2
word=department, count=2
word=denying, count=1
word=denounced, count=1
word=denoted, count=1
word=denied, count=1
word=denial, count=1
word=demands, count=1
word=demanded, count=3
word=demand, count=2
word=delivery, count=1
word=delivered, count=2
word=delightful, count=1
word=delighted, count=3
word=delight, count=2
word=deliciously, count=1
word=delicious, count=1
word=delicate, count=2
word=delaying, count=1
word=delay, count=1
word=degrees, count=1
word=degree, count=2
word=deftly, count=1
word=definitely, count=1
word=defied, count=1
word=defense, count=2
word=deeply, count=1
word=deep, count=1
word=deed, count=3
word=decree, count=1
word=decoration, count=1
word=declared, count=10
word=declaration, count=1
word=decks, count=1
word=deciding, count=1
word=decided, count=5
word=decide, count=1
word=decent, count=1
word=december, count=1
word=decalcomania, count=1
word=death, count=3
word=dearly, count=1
word=dearie, count=2
word=dear, count=7
word=dealer, count=2
word=deal, count=4
word=dead, count=1
word=days, count=9
word=daylights, count=2
word=day, count=42
word=davis, count=9
word=davie, count=1
word=daughters, count=1
word=date, count=3
word=dashed, count=1
word=darn, count=3
word=darling, count=2
word=darkies, count=1
word=dark, count=2
word=daring, count=1
word=dapper, count=1
word=dangling, count=1
word=dangle, count=1
word=dangerous, count=1
word=danger, count=2
word=dampen, count=1
word=damp, count=1
word=damage, count=1
word=dalby, count=1
word=dacca, count=1
word=dabbled, count=1
word=d, count=42
word=cycle, count=1
word=cuttings, count=1
word=cutting, count=1
word=cut, count=6
word=custom, count=1
word=cuss, count=1
word=curved, count=2
word=curtail, count=1
word=curt, count=2
word=curled, count=3
word=curious, count=1
word=curiosity, count=1
word=cure, count=3
word=curb, count=1
word=cur, count=2
word=cup, count=2
word=cultivated, count=1
word=cultivate, count=3
word=cuba, count=1
word=crystal, count=1
word=cry, count=5
word=crucial, count=1
word=crown, count=2
word=crowds, count=1
word=crowding, count=1
word=crowded, count=4
word=crowd, count=4
word=crops, count=4
word=crop, count=9
word=crooning, count=1
word=crocodiles, count=2
word=critter, count=1
word=criticism, count=1
word=crisping, count=1
word=crisis, count=1
word=crises, count=1
word=crimson, count=1
word=crimes, count=1
word=crime, count=1
word=cried, count=6
word=crib, count=3
word=crew, count=1
word=crestfallen, count=1
word=creep, count=1
word=creatures, count=1
word=creature, count=2
word=creamcake, count=2
word=crazy, count=1
word=crawling, count=2
word=craving, count=1
word=cravens, count=1
word=craved, count=1
word=crack, count=2
word=cox, count=1
word=cowards, count=1
word=coward, count=1
word=coveting, count=1
word=coveted, count=1
word=covers, count=1
word=coverlets, count=1
word=coverings, count=1
word=covered, count=1
word=court, count=28
word=course, count=27
word=courage, count=6
word=couple, count=2
word=counts, count=1
word=country, count=8
word=countries, count=9
word=countenances, count=1
word=count, count=3
word=counsel, count=1
word=council, count=1
word=coulter, count=14
word=couldn, count=10
word=could, count=85
word=cough, count=1
word=cottonseed, count=1
word=cotton, count=117
word=cosy, count=1
word=costs, count=3
word=costly, count=1
word=costing, count=1
word=cost, count=2
word=corral, count=1
word=coromandel, count=1
word=corners, count=1
word=corner, count=9
word=corn, count=1
word=corking, count=1
word=cordial, count=1
word=corcoran, count=27
word=copyright, count=1
word=cooled, count=1
word=cool, count=1
word=cooking, count=1
word=cooked, count=1
word=convinced, count=1
word=conviction, count=1
word=convict, count=1
word=converted, count=1
word=conversation, count=1
word=conundrum, count=1
word=contrived, count=2
word=contrive, count=2
word=contrivance, count=1
word=contrasted, count=2
word=contrast, count=1
word=contrary, count=4
word=contradict, count=1
word=continued, count=10
word=continually, count=1
word=continual, count=1
word=contents, count=1
word=contemptuously, count=1
word=contemptible, count=1
word=containing, count=1
word=contained, count=1
word=contain, count=1
word=contagiously, count=1
word=contacts, count=1
word=consulted, count=1
word=consult, count=1
word=consternation, count=1
word=constantly, count=3
word=constant, count=2
word=considering, count=1
word=considered, count=3
word=consideration, count=2
word=considerate, count=1
word=consider, count=1
word=consequence, count=5
word=consciously, count=1
word=conscious, count=3
word=conscience, count=1
word=connection, count=2
word=congress, count=1
word=congratulating, count=1
word=congested, count=1
word=confusion, count=2
word=confronted, count=2
word=conflict, count=1
word=confidently, count=1
word=confidences, count=2
word=confidence, count=3
word=confided, count=1
word=conductor, count=1
word=condoled, count=1
word=conditions, count=3
word=condition, count=1
word=concluded, count=2
word=concerned, count=2
word=concealed, count=1
word=conceal, count=3
word=compliments, count=1
word=complexion, count=1
word=completely, count=1
word=complaint, count=1
word=complained, count=1
word=compelled, count=1
word=compel, count=1
word=compass, count=1
word=compared, count=2
word=comparatively, count=1
word=company, count=3
word=companions, count=1
word=companion, count=1
word=community, count=4
word=common, count=7
word=commodity, count=1
word=commissions, count=1
word=commerce, count=1
word=comments, count=1
word=commented, count=2
word=commendation, count=1
word=commanded, count=1
word=coming, count=10
word=comforts, count=1
word=comforting, count=1
word=comforter, count=1
word=comforted, count=1
word=comfortable, count=1
word=comfort, count=1
word=comes, count=8
word=comeback, count=1
word=come, count=41
word=combat, count=1
word=columbus, count=2
word=colors, count=3
word=colored, count=2
word=color, count=3
word=college, count=1
word=cold, count=2
word=coherently, count=1
word=codfish, count=1
word=cocky, count=1
word=coaxing, count=1
word=coaxed, count=1
word=coax, count=1
word=coats, count=1
word=coated, count=1
word=coat, count=10
word=coasting, count=1
word=coast, count=3
word=coal, count=3
word=coach, count=1
word=clutch, count=1
word=clustered, count=1
word=clue, count=1
word=clouds, count=1
word=cloud, count=1
word=clothing, count=3
word=clothes, count=4
word=cloth, count=11
word=closer, count=2
word=closed, count=2
word=close, count=2
word=clock, count=6
word=climate, count=4
word=clicked, count=1
word=clever, count=3
word=clerks, count=1
word=clearness, count=1
word=cleared, count=1
word=clear, count=1
word=cleaning, count=1
word=cleaned, count=1
word=clean, count=4
word=clay, count=3
word=clawing, count=1
word=class, count=1
word=clapped, count=1
word=clamped, count=1
word=clamoring, count=1
word=clad, count=1
word=civilization, count=4
word=city, count=3
word=cities, count=1
word=circus, count=1
word=circumstances, count=2
word=circumstance, count=1
word=circlings, count=1
word=circled, count=1
word=circle, count=4
word=chum, count=5
word=chuckled, count=3
word=chubby, count=3
word=christmas, count=11
word=chowder, count=1
word=chosen, count=2
word=chorus, count=1
word=chore, count=1
word=chops, count=1
word=choose, count=1
word=chinks, count=1
word=china, count=5
word=chin, count=2
word=children, count=34
word=childhood, count=1
word=child, count=14
word=chiefly, count=2
word=chief, count=4
word=chicken, count=1
word=chests, count=1
word=chestnut, count=1
word=cherished, count=2
word=cheery, count=1
word=cheers, count=1
word=cheering, count=2
word=cheerily, count=1
word=cheered, count=2
word=cheer, count=1
word=cheeks, count=2
word=cheeked, count=1
word=cheek, count=2
word=checked, count=1
word=check, count=3
word=cheap, count=1
word=chatter, count=4
word=chasing, count=2
word=chase, count=3
word=charms, count=1
word=charm, count=2
word=charlotte, count=8
word=characters, count=2
word=characteristic, count=4
word=character, count=2
word=chapter, count=10
word=chap, count=8
word=chanties, count=1
word=changes, count=1
word=changed, count=2
word=change, count=1
word=chanced, count=2
word=chance, count=7
word=championed, count=1
word=champion, count=1
word=challenge, count=1
word=chair, count=6
word=chain, count=1
word=chagrin, count=1
word=certainly, count=18
word=certain, count=3
word=ceremony, count=2
word=cereal, count=1
word=centuries, count=1
word=center, count=4
word=cent, count=1
word=cellulose, count=2
word=celebrity, count=1
word=ceilings, count=1
word=ceiling, count=1
word=ceased, count=2
word=caustic, count=1
word=causing, count=2
word=causes, count=1
word=caused, count=3
word=cause, count=1
word=caulked, count=1
word=caught, count=3
word=caterpillars, count=1
word=catching, count=2
word=catch, count=3
word=catapulted, count=1
word=cast, count=2
word=cash, count=2
word=cases, count=1
word=case, count=1
word=carved, count=1
word=cart, count=1
word=cars, count=1
word=carry, count=5
word=carrigan, count=1
word=carried, count=3
word=carolina, count=5
word=carlie, count=3
word=carl, count=122
word=cargoes, count=1
word=cargo, count=2
word=cares, count=1
word=careless, count=1
word=careful, count=4
word=career, count=1
word=care, count=11
word=card, count=1
word=car, count=6
word=captivity, count=1
word=captain, count=18
word=caps, count=4
word=capitoline, count=1
word=cape, count=1
word=capacity, count=1
word=capable, count=3
word=cap, count=4
word=cannot, count=8
word=canes, count=1
word=candy, count=1
word=candor, count=1
word=canal, count=1
word=can, count=72
word=came, count=31
word=calling, count=2
word=called, count=5
word=callahan, count=1
word=call, count=7
word=calamity, count=5
word=calamities, count=1
word=cake, count=1
word=cadence, count=1
word=cad, count=1
word=c, count=2
word=by, count=75
word=buying, count=2
word=buy, count=2
word=buttons, count=4
word=buttoned, count=1
word=button, count=1
word=butter, count=1
word=butt, count=1
word=butcher, count=2
word=but, count=159
word=busy, count=12
word=busted, count=1
word=business, count=6
word=busier, count=1
word=bushes, count=1
word=burst, count=4
word=burr, count=1
word=burned, count=3
word=burden, count=1
word=buoyed, count=1
word=bundles, count=3
word=bundle, count=6
word=bunch, count=2
word=bully, count=5
word=bullied, count=1
word=bulk, count=1
word=bulging, count=1
word=built, count=3
word=builds, count=1
word=building, count=1
word=build, count=2
word=bugs, count=1
word=bubbled, count=1
word=brutes, count=2
word=brute, count=2
word=brusquely, count=1
word=brown, count=2
word=brought, count=13
word=brothers, count=3
word=brother, count=15
word=broth, count=1
word=brood, count=2
word=brokenly, count=1
word=broken, count=5
word=broke, count=3
word=broil, count=1
word=broad, count=4
word=briskly, count=1
word=brink, count=1
word=brings, count=2
word=bringing, count=1
word=bring, count=7
word=brilliants, count=1
word=brilliant, count=2
word=brighter, count=1
word=brightened, count=3
word=briefly, count=1
word=brick, count=1
word=bribes, count=1
word=breathed, count=2
word=breathe, count=2
word=breath, count=3
word=breakfast, count=2
word=break, count=2
word=bread, count=3
word=brazil, count=1
word=brawls, count=1
word=brave, count=1
word=bravado, count=1
word=brass, count=4
word=branches, count=1
word=branch, count=1
word=brain, count=2
word=braid, count=1
word=boys, count=9
word=boy, count=41
word=boxing, count=1
word=box, count=1
word=bowlful, count=1
word=bowl, count=2
word=bow, count=2
word=bounded, count=1
word=bound, count=6
word=bought, count=1
word=bottom, count=1
word=bottles, count=1
word=bottle, count=1
word=bothering, count=2
word=bother, count=2
word=both, count=7
word=boston, count=1
word=bosses, count=1
word=boss, count=2
word=born, count=3
word=bore, count=2
word=boots, count=1
word=boot, count=1
word=boon, count=1
word=books, count=5
word=bookkeeping, count=1
word=boob, count=1
word=boiling, count=1
word=boil, count=1
word=body, count=3
word=boast, count=2
word=boards, count=1
word=blustered, count=1
word=blush, count=1
word=blurted, count=2
word=blunders, count=1
word=bluer, count=1
word=blue, count=17
word=blows, count=1
word=blossoms, count=1
word=bloomed, count=1
word=blood, count=2
word=block, count=2
word=blizzard, count=1
word=blind, count=2
word=blights, count=1
word=blew, count=1
word=blessings, count=1
word=blends, count=1
word=blazed, count=1
word=blaming, count=1
word=blame, count=1
word=blacksmith, count=1
word=black, count=5
word=blabbing, count=1
word=bitterness, count=1
word=bits, count=2
word=bit, count=5
word=biscay, count=1
word=bills, count=1
word=billions, count=1
word=billie, count=2
word=bill, count=2
word=biggest, count=1
word=bigger, count=3
word=big, count=21
word=bidding, count=2
word=beyond, count=4
word=bewailed, count=1
word=bewail, count=1
word=between, count=7
word=better, count=32
word=betcha, count=1
word=bet, count=7
word=bestowed, count=1
word=best, count=9
word=besides, count=11
word=beside, count=7
word=beset, count=1
word=berwick, count=1
word=berate, count=1
word=benumbed, count=1
word=bent, count=3
word=benevolent, count=1
word=benefits, count=1
word=benefactions, count=1
word=beneath, count=6
word=bended, count=2
word=belt, count=2
word=below, count=1
word=belongs, count=1
word=belonged, count=2
word=bell, count=1
word=believing, count=1
word=believed, count=4
word=believe, count=15
word=beliefs, count=2
word=belief, count=5
word=beings, count=1
word=being, count=10
word=beholder, count=1
word=behold, count=1
word=behind, count=6
word=beheld, count=1
word=begun, count=1
word=begins, count=1
word=beginning, count=3
word=begin, count=2
word=begging, count=3
word=began, count=15
word=before, count=42
word=befallen, count=2
word=beetles, count=1
word=been, count=89
word=beefsteak, count=2
word=bedridden, count=1
word=bedding, count=1
word=bed, count=1
word=become, count=4
word=because, count=28
word=became, count=8
word=beaver, count=1
word=beauty, count=2
word=beautiful, count=1
word=beaten, count=1
word=beat, count=3
word=beast, count=1
word=bear, count=2
word=beaming, count=1
word=beamed, count=2
word=beads, count=3
word=beading, count=2
word=beach, count=2
word=be, count=212
word=bay, count=1
word=battle, count=4
word=bathe, count=1
word=bassett, count=2
word=basket, count=2
word=basement, count=1
word=baseball, count=1
word=barred, count=2
word=bargain, count=2
word=bare, count=1
word=barbarians, count=1
word=bank, count=1
word=balmy, count=1
word=balls, count=1
word=ball, count=2
word=balk, count=1
word=bales, count=3
word=bale, count=1
word=baker, count=1
word=bairns, count=1
word=baileyville, count=10
word=bag, count=1
word=badly, count=2
word=bad, count=4
word=backwards, count=1
word=backward, count=1
word=backed, count=1
word=back, count=28
word=babyhood, count=1
word=baby, count=22
word=b, count=1
word=azure, count=1
word=aye, count=4
word=axe, count=1
word=awnings, count=1
word=awkwardly, count=1
word=awfully, count=2
word=awful, count=3
word=awe, count=1
word=away, count=17
word=aware, count=1
word=awakening, count=1
word=awakened, count=2
word=await, count=1
word=avoid, count=1
word=aversion, count=1
word=avenue, count=2
word=avenger, count=1
word=avalanches, count=1
word=available, count=1
word=automobiles, count=2
word=automobile, count=2
word=autocrat, count=1
word=authority, count=1
word=author, count=1
word=australia, count=1
word=austere, count=1
word=audience, count=1
word=attract, count=1
word=attitude, count=3
word=attention, count=1
word=attending, count=1
word=attendance, count=1
word=attempts, count=1
word=attempt, count=1
word=attacks, count=1
word=atom, count=3
word=atmosphere, count=1
word=ate, count=3
word=at, count=137
word=astounded, count=1
word=astonishing, count=1
word=assume, count=1
word=assistance, count=1
word=assets, count=1
word=asset, count=1
word=assertion, count=3
word=asserted, count=7
word=assented, count=1
word=aspect, count=3
word=asleep, count=1
word=asks, count=1
word=asked, count=11
word=ask, count=11
word=aside, count=7
word=asia, count=1
word=ashamed, count=1
word=ascertain, count=1
word=ascending, count=1
word=as, count=176
word=artlessly, count=1
word=art, count=1
word=arrived, count=2
word=arrive, count=1
word=arrival, count=2
word=arrayed, count=1
word=arrangement, count=1
word=around, count=5
word=arose, count=1
word=army, count=2
word=arms, count=5
word=arm, count=3
word=arkansas, count=2
word=arguments, count=1
word=argued, count=2
word=aren, count=7
word=areas, count=1
word=area, count=2
word=are, count=82
word=archive, count=1
word=architecture, count=1
word=arched, count=1
word=arabs, count=1
word=arabia, count=1
word=apt, count=1
word=apron, count=1
word=april, count=2
word=approached, count=2
word=approach, count=2
word=apprehensive, count=1
word=appointment, count=2
word=apply, count=1
word=applicant, count=1
word=apple, count=1
word=appears, count=1
word=appeared, count=3
word=appearances, count=1
word=appearance, count=2
word=appear, count=2
word=appealingly, count=1
word=apparition, count=1
word=apparently, count=3
word=appalling, count=2
word=apologize, count=1
word=apologies, count=1
word=anywhere, count=2
word=anyway, count=12
word=anything, count=18
word=anyhow, count=8
word=anybody, count=7
word=any, count=38
word=anxious, count=2
word=anticipation, count=1
word=antagonize, count=1
word=answers, count=1
word=answered, count=8
word=answer, count=5
word=another, count=18
word=annual, count=2
word=annoying, count=1
word=announcing, count=1
word=announced, count=12
word=animal, count=1
word=angry, count=1
word=angle, count=1
word=angel, count=1
word=and, count=793
word=ancient, count=2
word=anchors, count=2
word=ancestry, count=1
word=an, count=64
word=amusement, count=1
word=amused, count=2
word=amuse, count=1
word=ample, count=1
word=amounts, count=2
word=amounted, count=1
word=amount, count=2
word=among, count=2
word=amiss, count=2
word=amid, count=3
word=america, count=6
word=amended, count=1
word=amend, count=1
word=ambitious, count=1
word=amazing, count=2
word=am, count=12
word=always, count=30
word=altruist, count=1
word=altruism, count=1
word=altogether, count=2
word=although, count=10
word=alternative, count=1
word=also, count=8
word=already, count=7
word=aloud, count=2
word=along, count=11
word=alone, count=6
word=aloft, count=1
word=almost, count=15
word=almighty, count=2
word=allusion, count=1
word=alluring, count=2
word=allowed, count=3
word=alleys, count=1
word=allay, count=1
word=all, count=127
word=alike, count=3
word=algebra, count=1
word=alexander, count=1
word=alas, count=6
word=aladdin, count=1
word=alabama, count=2
word=aisles, count=1
word=air, count=8
word=ain, count=1
word=aim, count=1
word=aid, count=1
word=ahoy, count=1
word=ahead, count=2
word=ah, count=3
word=agreement, count=1
word=agreed, count=8
word=agree, count=2
word=ago, count=6
word=aghast, count=1
word=ages, count=1
word=aged, count=3
word=age, count=6
word=against, count=5
word=again, count=11
word=afterward, count=3
word=afternoon, count=3
word=afterglow, count=1
word=after, count=27
word=africa, count=2
word=afraid, count=16
word=afire, count=1
word=affrighted, count=1
word=afford, count=3
word=affirmed, count=1
word=affectionate, count=1
word=affection, count=2
word=affairs, count=2
word=affair, count=2
word=aeroplanes, count=1
word=advice, count=3
word=adverse, count=1
word=adventurous, count=1
word=adventures, count=2
word=adventure, count=2
word=advent, count=1
word=advanced, count=1
word=adorned, count=1
word=adopt, count=1
word=admitting, count=1
word=admitted, count=1
word=admit, count=4
word=admiring, count=2
word=admired, count=1
word=admiration, count=1
word=adjoining, count=1
word=adieu, count=1
word=addressing, count=1
word=addressed, count=2
word=address, count=1
word=additional, count=1
word=addition, count=1
word=adding, count=1
word=added, count=3
word=add, count=2
word=actually, count=4
word=actual, count=1
word=action, count=1
word=act, count=2
word=across, count=3
word=acquainted, count=1
word=acquaintances, count=1
word=acquaintance, count=2
word=acme, count=1
word=acid, count=1
word=accustomed, count=1
word=accurately, count=1
word=account, count=1
word=according, count=1
word=accordance, count=1
word=accord, count=1
word=accomplished, count=1
word=accomplish, count=1
word=accompanying, count=1
word=acclaimed, count=1
word=accepted, count=2
word=abundance, count=1
word=absurd, count=1
word=absent, count=2
word=abruptly, count=1
word=abroad, count=1
word=abraham, count=1
word=above, count=5
word=about, count=72
word=aboard, count=1
word=able, count=6
word=abashed, count=1
word=a, count=624
